id,fund_category_fund_level,fund_type_fund_level_3,fund_group_fund_level_2,fund_fund_level_1,department_cost_center_level,division_cost_center_level,cost_center_cost_center_level,account_category_account,account_type_account_level,adopted_budget,amended_budget,fiscal_year,account_description,center_value,fund_value,account_value
548,Business Type Funds,Enterprise Funds,Water,Water Operations,Environmental Utilities,Water,Water UEC,Revenue,Charges for Services,550.0,550.0,2021,Concession Charges,74185,6101,4366
549,Business Type Funds,Enterprise Funds,Water,Water Operations,Environmental Utilities,Water,Water UEC,Revenue,Other Revenue,84.0,84.0,2021,Donations,74185,6101,4740
550,Business Type Funds,Enterprise Funds,Waste Services,Waste Services Operations,Environmental Utilities,Solid Waste,Waste Services UEC,Revenue,Charges for Services,2247.0,2247.0,2021,Recreation Program Revenue,74285,6301,4361
551,Business Type Funds,Enterprise Funds,Waste Services,Waste Services Operations,Environmental Utilities,Solid Waste,Waste Services UEC,Revenue,Charges for Services,550.0,550.0,2021,Concession Charges,74285,6301,4366
552,Business Type Funds,Enterprise Funds,Waste Services,Waste Services Operations,Environmental Utilities,Solid Waste,Waste Services UEC,Revenue,Other Revenue,83.0,83.0,2021,Donations,74285,6301,4740
553,Governmental Activities,General Funds,General,Stormwater,Environmental Utilities,Solid Waste,Stormwater,Revenue,Other Revenue,5077.0,5077.0,2021,Other Revenue,74290,1130,4790
554,Business Type Funds,Enterprise Funds,Wastewater,Wastewater Operations,Environmental Utilities,Wastewater,Wastewater Collection,Revenue,Charges for Services,115000.0,115000.0,2021,Permit Fees - Inspection,74330,6201,4201
555,Business Type Funds,Enterprise Funds,Wastewater,Wastewater Operations,Environmental Utilities,Wastewater,Wastewater Collection,Revenue,Charges for Services,65000.0,65000.0,2021,Internal Service Charges - Rates,74330,6201,4251
556,Business Type Funds,Enterprise Funds,Wastewater,Wastewater Operations,Environmental Utilities,Wastewater,Wastewater Collection,Revenue,Capital Contributions-Developers & Gov't,40000.0,40000.0,2021,Installation Tap Repairs,74330,6201,4650
557,Business Type Funds,Enterprise Funds,Wastewater,Wastewater Operations,Environmental Utilities,Wastewater,Wastewater UEC,Revenue,Charges for Services,2246.0,2246.0,2021,Recreation Program Revenue,74385,6201,4361
558,Business Type Funds,Enterprise Funds,Wastewater,Wastewater Operations,Environmental Utilities,Wastewater,Wastewater UEC,Revenue,Charges for Services,550.0,550.0,2021,Concession Charges,74385,6201,4366
559,Business Type Funds,Enterprise Funds,Wastewater,Wastewater Operations,Environmental Utilities,Wastewater,Wastewater UEC,Revenue,Other Revenue,83.0,83.0,2021,Donations,74385,6201,4740
560,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Johnson Ranch LLD Zone A,CFD,LLD-SD,Landscape and Lighting Districts,Revenue,Taxes,16755.0,16755.0,2021,Property Tax - Special Assessment Current,80201,2001,4050
561,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Johnson Ranch LLD Zone B,CFD,LLD-SD,Landscape and Lighting Districts,Revenue,Taxes,11557.0,11557.0,2021,Property Tax - Special Assessment Current,80201,2002,4050
562,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Johnson Ranch LLD Zone C,CFD,LLD-SD,Landscape and Lighting Districts,Revenue,Taxes,9008.0,9008.0,2021,Property Tax - Special Assessment Current,80201,2003,4050
563,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Johnson Ranch LLD Zone D,CFD,LLD-SD,Landscape and Lighting Districts,Revenue,Taxes,325.0,325.0,2021,Property Tax - Special Assessment Current,80201,2004,4050
564,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Johnson Ranch LLD Zone E,CFD,LLD-SD,Landscape and Lighting Districts,Revenue,Taxes,10892.0,10892.0,2021,Property Tax - Special Assessment Current,80201,2005,4050
565,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Olympus Pointe LLD Zone A Commercial,CFD,LLD-SD,Landscape and Lighting Districts,Revenue,Taxes,129512.0,129512.0,2021,Property Tax - Special Assessment Current,80201,2006,4050
566,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Olympus Pointe LLD Zone D Residential,CFD,LLD-SD,Landscape and Lighting Districts,Revenue,Taxes,69657.0,69657.0,2021,Property Tax - Special Assessment Current,80201,2007,4050
567,Governmental Activities,Special Revenue Funds,LLD & Service Districts,North West Roseville LLD Zone A,CFD,LLD-SD,Landscape and Lighting Districts,Revenue,Taxes,462200.0,462200.0,2021,Property Tax - Special Assessment Current,80201,2008,4050
568,Governmental Activities,Special Revenue Funds,LLD & Service Districts,North West Roseville LLD Zone B,CFD,LLD-SD,Landscape and Lighting Districts,Revenue,Taxes,19136.0,19136.0,2021,Property Tax - Special Assessment Current,80201,2009,4050
569,Governmental Activities,Special Revenue Funds,LLD & Service Districts,North Central Roseville LLD Zone A District Wide,CFD,LLD-SD,Landscape and Lighting Districts,Revenue,Taxes,491988.0,491988.0,2021,Property Tax - Special Assessment Current,80201,2010,4050
570,Governmental Activities,Special Revenue Funds,LLD & Service Districts,North Central Roseville LLD Zone B Local Benefit,CFD,LLD-SD,Landscape and Lighting Districts,Revenue,Taxes,148921.0,148921.0,2021,Property Tax - Special Assessment Current,80201,2011,4050
571,Governmental Activities,Special Revenue Funds,LLD & Service Districts,North Central Roseville LLD Zone F Diamond Oaks 10,CFD,LLD-SD,Landscape and Lighting Districts,Revenue,Taxes,31028.0,31028.0,2021,Property Tax - Special Assessment Current,80201,2012,4050
572,Governmental Activities,Special Revenue Funds,LLD & Service Districts,North Central Roseville LLD Zone G Diamond Oaks 14,CFD,LLD-SD,Landscape and Lighting Districts,Revenue,Taxes,34241.0,34241.0,2021,Property Tax - Special Assessment Current,80201,2013,4050
573,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Infill LLD Zone A,CFD,LLD-SD,Landscape and Lighting Districts,Revenue,Taxes,7733.0,7733.0,2021,Property Tax - Special Assessment Current,80201,2014,4050
574,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Infill LLD Zone B,CFD,LLD-SD,Landscape and Lighting Districts,Revenue,Taxes,9526.0,9526.0,2021,Property Tax - Special Assessment Current,80201,2015,4050
575,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Infill LLD Zone C,CFD,LLD-SD,Landscape and Lighting Districts,Revenue,Taxes,13200.0,13200.0,2021,Property Tax - Special Assessment Current,80201,2017,4050
576,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Vernon Street LLD,CFD,LLD-SD,Landscape and Lighting Districts,Revenue,Taxes,39769.0,39769.0,2021,Property Tax - Special Assessment Current,80201,2019,4050
577,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Vernon Street LLD,CFD,LLD-SD,Landscape and Lighting Districts,Revenue,Other Revenue,0.0,49000.0,2021,Accident Recovery,80201,2019,4725
578,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Historic District LLD,CFD,LLD-SD,Landscape and Lighting Districts,Revenue,Taxes,44591.0,44591.0,2021,Property Tax - Special Assessment Current,80201,2021,4050
579,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Riverside Avenue LLD,CFD,LLD-SD,Landscape and Lighting Districts,Revenue,Taxes,43014.0,43014.0,2021,Property Tax - Special Assessment Current,80201,2023,4050
580,Governmental Activities,Special Revenue Funds,LLD & Service Districts,North Roseville CFD 2 SD Zone A,CFD,LLD-SD,Services Districts,Revenue,Taxes,102580.0,100825.0,2021,Property Tax - Special Assessment Current,80251,2101,4050
581,Governmental Activities,Special Revenue Funds,LLD & Service Districts,North Roseville CFD 2 SD Zone B,CFD,LLD-SD,Services Districts,Revenue,Taxes,113960.0,112469.0,2021,Property Tax - Special Assessment Current,80251,2102,4050
582,Governmental Activities,Special Revenue Funds,LLD & Service Districts,North Roseville CFD 2 SD Zone C,CFD,LLD-SD,Services Districts,Revenue,Taxes,283935.0,280217.0,2021,Property Tax - Special Assessment Current,80251,2103,4050
583,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Stoneridge CFD 1 SD,CFD,LLD-SD,Services Districts,Revenue,Taxes,957911.0,696036.0,2021,Property Tax - Special Assessment Current,80251,2104,4050
584,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Stoneridge Parcel 1 CFD 2 SD,CFD,LLD-SD,Services Districts,Revenue,Taxes,56626.0,36300.0,2021,Property Tax - Special Assessment Current,80251,2105,4050
585,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Woodcreek West CFD 2 SD,CFD,LLD-SD,Services Districts,Revenue,Taxes,556452.0,448261.0,2021,Property Tax - Special Assessment Current,80251,2106,4050
586,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Highland Reserve North CFD 2 SD,CFD,LLD-SD,Services Districts,Revenue,Taxes,997226.0,585460.0,2021,Property Tax - Special Assessment Current,80251,2107,4050
587,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Crocker Ranch CFD 2 SD,CFD,LLD-SD,Services Districts,Revenue,Taxes,524775.0,294828.0,2021,Property Tax - Special Assessment Current,80251,2108,4050
588,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Woodcreek East CFD 2 SD,CFD,LLD-SD,Services Districts,Revenue,Taxes,243342.0,243342.0,2021,Property Tax - Special Assessment Current,80251,2109,4050
589,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Stone Point CFD 2 SD,CFD,LLD-SD,Services Districts,Revenue,Taxes,118577.0,87795.0,2021,Property Tax - Special Assessment Current,80251,2110,4050
590,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Fiddyment Ranch CFD 2 SD Public Services,CFD,LLD-SD,Services Districts,Revenue,Taxes,1875338.0,1082289.0,2021,Property Tax - Special Assessment Current,80251,2111,4050
591,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Municipal Services District  CFD 3 SD,CFD,LLD-SD,Services Districts,Revenue,Taxes,4949813.0,4952442.0,2021,Property Tax - Special Assessment Current,80251,2112,4050
592,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Westpark CFD 2 SD Public Services,CFD,LLD-SD,Services Districts,Revenue,Taxes,1894608.0,1356636.0,2021,Property Tax - Special Assessment Current,80251,2113,4050
593,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Longmeadow CFD 2 SD,CFD,LLD-SD,Services Districts,Revenue,Taxes,153923.0,121357.0,2021,Property Tax - Special Assessment Current,80251,2114,4050
594,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Infill Services District CFD 4 SD,CFD,LLD-SD,Services Districts,Revenue,Taxes,192355.0,124395.0,2021,Property Tax - Special Assessment Current,80251,2115,4050
595,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Infill Services District CFD 4 Annex 4 SD,CFD,LLD-SD,Services Districts,Revenue,Taxes,98895.0,61461.0,2021,Property Tax - Special Assessment Current,80251,2116,4050
596,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Stone Point CFD 4 SD,CFD,LLD-SD,Services Districts,Revenue,Taxes,91559.0,73196.0,2021,Property Tax - Special Assessment Current,80251,2117,4050
597,Governmental Activities,Special Revenue Funds,LLD & Service Districts,North Roseville CFD 2 SD Zone E,CFD,LLD-SD,Services Districts,Revenue,Taxes,20683.0,20683.0,2021,Property Tax - Special Assessment Current,80251,2118,4050
598,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Westbrook Services District CFD 2 SD,CFD,LLD-SD,Services Districts,Revenue,Taxes,350299.0,273294.0,2021,Property Tax - Special Assessment Current,80251,2119,4050
599,Governmental Activities,Special Revenue Funds,LLD & Service Districts,HP Campus Oaks CFD 2 SD,CFD,LLD-SD,Services Districts,Revenue,Taxes,37015.0,2430.0,2021,Property Tax - Special Assessment Current,80251,2120,4050
600,Governmental Activities,Special Revenue Funds,LLD & Service Districts,Sierra Vista Services District CFD 2 SD,CFD,LLD-SD,Services Districts,Revenue,Taxes,196718.0,165473.0,2021,Property Tax - Special Assessment Current,80251,2122,4050
601,Governmental Activities,Capital Project Funds,CFD Capital Project,Westbrook CFD 1,CFD,Capital Projects,CFD Capital Projects,Revenue,Other Revenue,110000.0,0.0,2021,Other Revenue,80301,3012,4790
602,Governmental Activities,Capital Project Funds,CFD Capital Project,HP Campus Oaks,CFD,Capital Projects,CFD Capital Projects,Revenue,Other Revenue,134244.0,238575.0,2021,Other Revenue,80301,3013,4790
603,Governmental Activities,Capital Project Funds,CFD Capital Project,Fiddyment Ranch CFD 5 Overlay,CFD,Capital Projects,CFD Capital Projects,Revenue,Other Revenue,0.0,29670532.0,2021,Revenue from Other Agencies,80301,3014,4780
604,Governmental Activities,Capital Project Funds,CFD Capital Project,Villages at Sierra Vista CFD 1,CFD,Capital Projects,CFD Capital Projects,Revenue,Other Revenue,0.0,9270418.0,2021,Revenue from Other Agencies,80301,3015,4780
605,Governmental Activities,Capital Project Funds,CFD Capital Project,Villages at Sierra Vista CFD 1,CFD,Capital Projects,CFD Capital Projects,Revenue,Other Revenue,5387.0,5387.0,2021,Other Revenue,80301,3015,4790
606,Governmental Activities,General Funds,General,General,Police,Police,Patrol,Revenue,Other Revenue,0.0,15000.0,2023,Revenue from Other Agencies,44040,1001,4780
607,Governmental Activities,Capital Project Funds,CFD Capital Project,SVSP Westpark Federico CFD 1,CFD,Capital Projects,CFD Capital Projects,Revenue,Other Revenue,0.0,7873277.0,2021,Revenue from Other Agencies,80301,3017,4780
608,Governmental Activities,Capital Project Funds,CFD Capital Project,SVSP Westpark Federico CFD 1,CFD,Capital Projects,CFD Capital Projects,Revenue,Other Revenue,158655.0,158655.0,2021,Other Revenue,80301,3017,4790
